,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
218,1,0,3.9,56,Quick Bites,"North Indian, Chinese",350.0,Delivery,Banashankari,3.7,5.860786223465865,4.0
219,1,0,4.3,860,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,Banashankari,4.2,6.2166061010848646,6.8
220,1,0,3.8,412,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari,3.8,6.55250788703459,6.0
221,1,1,3.9,142,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari,3.8,6.90875477931522,5.0
222,1,0,3.0,23,Quick Bites,Andhra,400.0,Delivery,Banashankari,3.6,5.993961427306569,3.2
223,1,0,3.6,143,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari,3.7,6.621405651764134,5.0
224,1,1,2.8,80,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari,3.4,6.2166061010848646,4.4
225,1,0,3.6,16,Casual Dining,South Indian,400.0,Delivery,Banashankari,3.7,5.993961427306569,2.8
226,1,0,4.4,181,Beverage Shop,"Beverages, Tea",250.0,Delivery,Banashankari,4.0,5.5254529391317835,5.2
227,1,0,3.8,70,Quick Bites,"North Indian, Street Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,4.3
228,1,0,3.8,164,Quick Bites,"Pizza, Italian",600.0,Delivery,Banashankari,3.7,6.398594934535208,5.1
229,1,0,3.6,58,Quick Bites,"Cafe, Burger, Beverages",650.0,Delivery,Banashankari,3.7,6.478509642208569,4.1
230,0,0,3.8,148,"Casual Dining, Cafe","North Indian, Cafe, Chinese, Fast Food",550.0,Delivery,Banashankari,3.7,6.311734809152915,5.0
231,0,0,3.9,206,Quick Bites,"South Indian, Mangalorean",450.0,Delivery,Banashankari,3.8,6.111467339502679,5.3
232,0,0,3.7,0,Bakery,"Bakery, Desserts",300.0,Delivery,Banashankari,3.7,5.707110264748875,0.0
233,0,0,3.7,0,Dessert Parlor,Ice Cream,200.0,Delivery,Banashankari,3.7,5.303304908059076,0.0
234,0,0,3.6,16,Quick Bites,South Indian,300.0,Delivery,Banashankari,3.7,5.707110264748875,2.8
235,0,0,3.7,217,Casual Dining,"North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari,3.7,6.111467339502679,5.4
236,0,0,3.6,46,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari,3.7,6.111467339502679,3.9
237,0,0,3.8,148,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari,3.7,5.017279836814924,5.0
238,0,0,3.4,30,Dessert Parlor,Desserts,250.0,Delivery,Banashankari,3.7,5.5254529391317835,3.4
239,0,0,3.6,8,Casual Dining,"North Indian, South Indian, Andhra, Chinese",800.0,Delivery,Banashankari,3.7,6.68586094706836,2.2
240,0,0,3.3,4,Quick Bites,South Indian,250.0,Delivery,Banashankari,3.7,5.5254529391317835,1.6
241,0,0,3.5,15,"Bakery, Quick Bites",Bakery,400.0,Delivery,Banashankari,3.7,5.993961427306569,2.8
242,0,0,3.7,0,Quick Bites,South Indian,100.0,Delivery,Banashankari,3.7,4.61512051684126,0.0
243,0,0,3.7,0,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,0.0
244,0,0,3.7,0,Quick Bites,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,0.0
245,1,0,3.4,9,Quick Bites,Street Food,200.0,Delivery,Banashankari,3.7,5.303304908059076,2.3
246,0,0,3.7,0,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery,Banashankari,3.7,5.860786223465865,0.0
247,1,0,3.7,31,Quick Bites,"South Indian, North Indian",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.5
248,1,0,2.9,177,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari,3.3,6.55250788703459,5.2
249,1,0,3.7,22,Sweet Shop,"Mithai, Desserts",250.0,Delivery,Banashankari,3.7,5.5254529391317835,3.1
250,1,0,3.5,10,Beverage Shop,"Juices, Beverages",100.0,Delivery,Banashankari,3.7,4.61512051684126,2.4
251,1,0,3.7,136,Quick Bites,"Salad, Fast Food",600.0,Delivery,Banashankari,3.7,6.398594934535208,4.9
252,1,0,2.9,35,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari,3.6,5.5254529391317835,3.6
253,1,0,4.1,185,Quick Bites,"Juices, Desserts",200.0,Delivery,Banashankari,3.9,5.303304908059076,5.2
254,1,0,3.2,17,Cafe,"Cafe, Fast Food",900.0,Delivery,Banashankari,3.7,6.803505257608338,2.9
255,1,0,3.8,155,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari,3.7,5.993961427306569,5.0
256,1,0,3.8,42,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.8
257,1,0,3.8,286,Casual Dining,North Indian,600.0,Delivery,Banashankari,3.8,6.398594934535208,5.7
258,1,0,3.8,160,Casual Dining,"North Indian, Chinese",700.0,Delivery,Banashankari,3.7,6.55250788703459,5.1
259,1,0,3.8,59,Casual Dining,"North Indian, Chinese",750.0,Delivery,Banashankari,3.7,6.621405651764134,4.1
260,1,0,3.5,90,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari,3.6,6.2166061010848646,4.5
261,1,0,3.7,51,Quick Bites,"South Indian, Mangalorean",350.0,Delivery,Banashankari,3.7,5.860786223465865,4.0
262,1,0,4.0,89,Quick Bites,"South Indian, Beverages",200.0,Delivery,Banashankari,3.8,5.303304908059076,4.5
263,1,0,3.6,18,Quick Bites,"Fast Food, Rolls",250.0,Delivery,Banashankari,3.7,5.5254529391317835,2.9
264,1,0,3.9,40,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari,3.7,6.398594934535208,3.7
265,1,0,2.5,35,Quick Bites,Fast Food,200.0,Delivery,Banashankari,3.5,5.303304908059076,3.6
266,1,0,3.4,89,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari,3.6,5.5254529391317835,4.5
267,1,0,3.2,11,Quick Bites,"Beverages, Fast Food",150.0,Delivery,Banashankari,3.7,5.017279836814924,2.5
268,1,0,3.6,62,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",600.0,Delivery,Banashankari,3.7,6.398594934535208,4.1
269,1,0,3.9,33,Dessert Parlor,Desserts,300.0,Delivery,Banashankari,3.7,5.707110264748875,3.5
270,1,0,3.8,32,Sweet Shop,"Desserts, Mithai",250.0,Delivery,Banashankari,3.7,5.5254529391317835,3.5
271,1,0,4.1,139,Casual Dining,"North Indian, Chinese, South Indian",550.0,Delivery,Banashankari,3.9,6.311734809152915,4.9
272,1,0,3.2,154,Quick Bites,Fast Food,300.0,Delivery,Banashankari,3.5,5.707110264748875,5.0
273,1,0,3.6,14,Bakery,"Bakery, Desserts",350.0,Delivery,Banashankari,3.7,5.860786223465865,2.7
274,1,0,3.7,237,Quick Bites,"South Indian, Fast Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,5.5
275,1,0,3.9,388,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari,3.8,6.478509642208569,6.0
276,1,0,3.7,0,Quick Bites,"South Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,0.0
277,1,0,3.9,128,Casual Dining,"South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari,3.8,6.2166061010848646,4.9
278,1,1,4.1,1875,Casual Dining,"North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari,4.1,7.0909098220799835,7.5
279,1,0,3.8,90,Cafe,Cafe,650.0,Delivery,Banashankari,3.7,6.478509642208569,4.5
280,1,0,3.1,7,Quick Bites,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari,3.7,5.5254529391317835,2.1
281,1,0,3.7,38,Casual Dining,"South Indian, North Indian",400.0,Delivery,Banashankari,3.7,5.993961427306569,3.7
282,1,0,4.2,179,Delivery,Pizza,600.0,Delivery,Banashankari,3.9,6.398594934535208,5.2
283,1,0,4.0,43,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery,Banashankari,3.8,5.5254529391317835,3.8
284,1,0,4.3,275,Quick Bites,South Indian,100.0,Delivery,Banashankari,4.0,4.61512051684126,5.6
285,1,0,3.7,323,Casual Dining,"Chinese, Thai, Momos",850.0,Delivery,Banashankari,3.7,6.7464121285733745,5.8
286,1,0,3.1,28,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,3.6,5.993961427306569,3.4
287,1,0,3.9,18,Quick Bites,"South Indian, Healthy Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,2.9
288,1,0,3.3,6,Quick Bites,"Street Food, Fast Food",100.0,Delivery,Banashankari,3.7,4.61512051684126,1.9
289,1,0,3.7,0,Dessert Parlor,Beverages,100.0,Delivery,Banashankari,3.7,4.61512051684126,0.0
290,1,0,4.3,322,Casual Dining,South Indian,400.0,Delivery,Banashankari,4.1,5.993961427306569,5.8
291,1,0,2.6,157,Cafe,"Cafe, American, Pizza",450.0,Delivery,Banashankari,3.2,6.111467339502679,5.1
292,1,0,3.9,543,Quick Bites,"South Indian, Fast Food",300.0,Delivery,Banashankari,3.8,5.707110264748875,6.3
293,1,0,3.7,180,Cafe,"Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari,3.7,6.2166061010848646,5.2
294,1,0,4.2,444,Quick Bites,South Indian,100.0,Delivery,Banashankari,4.0,4.61512051684126,6.1
295,1,0,3.9,134,Quick Bites,"Street Food, North Indian, South Indian",400.0,Delivery,Banashankari,3.8,5.993961427306569,4.9
296,1,0,3.8,577,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari,3.8,6.803505257608338,6.4
297,1,0,4.2,60,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,3.8,5.303304908059076,4.1
298,1,0,3.9,144,Casual Dining,"North Indian, Chinese, Rolls",550.0,Delivery,Banashankari,3.8,6.311734809152915,5.0
299,1,0,4.1,787,Casual Dining,"Chinese, North Indian, Thai",800.0,Delivery,Banashankari,4.0,6.68586094706836,6.7
300,1,0,3.6,16,Quick Bites,South Indian,200.0,Delivery,Banashankari,3.7,5.303304908059076,2.8
301,1,0,3.6,84,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,3.7,5.5254529391317835,4.4
302,1,0,3.6,95,Quick Bites,"South Indian, Street Food",150.0,Delivery,Banashankari,3.7,5.017279836814924,4.6
303,1,1,4.0,349,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari,3.9,7.0909098220799835,5.9
304,1,0,3.7,248,Quick Bites,"North Indian, Fast Food",400.0,Delivery,Banashankari,3.7,5.993961427306569,5.5
305,1,0,4.1,216,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari,3.9,6.2166061010848646,5.4
306,1,0,3.7,0,Casual Dining,Biryani,400.0,Delivery,Banashankari,3.7,5.993961427306569,0.0
307,1,0,4.0,324,Cafe,"Cafe, Italian, Continental",700.0,Delivery,Banashankari,3.9,6.55250788703459,5.8
308,1,0,2.6,231,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari,3.1,5.993961427306569,5.4
309,1,0,3.4,102,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari,3.6,5.993961427306569,4.6
310,1,0,3.9,133,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari,3.8,6.68586094706836,4.9
311,1,0,2.8,45,Casual Dining,"Pizza, Italian, Salad",800.0,Delivery,Banashankari,3.5,6.68586094706836,3.8
312,1,0,3.9,149,Quick Bites,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari,3.8,5.707110264748875,5.0
313,1,0,3.8,75,Quick Bites,"Fast Food, Chinese",200.0,Delivery,Banashankari,3.7,5.303304908059076,4.3
314,1,0,4.0,53,Delivery,"Mexican, Italian",600.0,Delivery,Banashankari,3.8,6.398594934535208,4.0
315,1,1,4.2,815,Casual Dining,"North Indian, Chinese",900.0,Delivery,Banashankari,4.1,6.803505257608338,6.7
316,1,1,4.0,633,Casual Dining,"North Indian, Chinese",800.0,Delivery,Banashankari,3.9,6.68586094706836,6.5
317,1,0,3.5,56,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari,3.7,5.993961427306569,4.0
318,1,0,3.0,82,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari,3.5,5.707110264748875,4.4
319,1,0,3.7,35,Quick Bites,Fast Food,200.0,Delivery,Banashankari,3.7,5.303304908059076,3.6
320,1,0,3.6,20,Quick Bites,"Juices, Fast Food",150.0,Delivery,Banashankari,3.7,5.017279836814924,3.0
321,1,0,3.1,14,Quick Bites,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari,3.7,5.5254529391317835,2.7
322,1,0,3.9,70,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari,3.8,5.993961427306569,4.3
323,1,0,3.9,91,Cafe,"Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari,3.8,5.707110264748875,4.5
324,1,0,3.6,45,Quick Bites,Biryani,200.0,Delivery,Banashankari,3.7,5.303304908059076,3.8
325,1,0,3.4,7,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari,3.7,5.5254529391317835,2.1
326,1,0,3.8,28,Quick Bites,Fast Food,150.0,Delivery,Banashankari,3.7,5.017279836814924,3.4
327,1,0,3.6,24,Casual Dining,"North Indian, Chinese",600.0,Delivery,Banashankari,3.7,6.398594934535208,3.2
328,1,0,3.8,36,Dessert Parlor,"Desserts, Momos",200.0,Delivery,Banashankari,3.7,5.303304908059076,3.6
329,1,0,3.5,11,Quick Bites,Fast Food,200.0,Delivery,Banashankari,3.7,5.303304908059076,2.5
330,1,0,3.8,77,Cafe,"Cafe, Continental, Fast Food",650.0,Delivery,Banashankari,3.7,6.478509642208569,4.4
331,1,0,3.2,8,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Banashankari,3.7,4.61512051684126,2.2
332,1,0,3.7,14,Quick Bites,South Indian,100.0,Delivery,Banashankari,3.7,4.61512051684126,2.7
333,1,0,3.8,210,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari,3.8,6.398594934535208,5.4
334,1,0,4.1,130,Cafe,"Cafe, Italian, Pizza",650.0,Delivery,Banashankari,3.9,6.478509642208569,4.9
335,1,0,4.1,30,Beverage Shop,"Beverages, Tea",100.0,Delivery,Banashankari,3.8,4.61512051684126,3.4
336,1,0,3.8,144,Cafe,"Chinese, Cafe, Italian",700.0,Delivery,Banashankari,3.7,6.55250788703459,5.0
337,1,0,3.4,11,Bar,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari,3.7,6.68586094706836,2.5
338,1,0,3.7,133,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari,3.7,6.55250788703459,4.9
339,1,0,4.0,136,Quick Bites,"South Indian, Fast Food",350.0,Delivery,Banashankari,3.8,5.860786223465865,4.9
340,1,0,3.1,4,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari,3.7,5.303304908059076,1.6
341,1,0,3.5,11,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,2.5
342,1,0,3.8,74,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,4.3
343,1,0,3.7,30,Quick Bites,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.4
344,1,0,3.0,7,Quick Bites,"South Indian, Burger",200.0,Delivery,Banashankari,3.7,5.303304908059076,2.1
345,1,0,3.8,75,"Cafe, Quick Bites","Cafe, South Indian",200.0,Delivery,Banashankari,3.7,5.303304908059076,4.3
346,1,0,3.7,54,Cafe,"Cafe, Beverages",600.0,Delivery,Banashankari,3.7,6.398594934535208,4.0
347,1,0,3.6,23,Kiosk,"Beverages, Desserts",100.0,Delivery,Banashankari,3.7,4.61512051684126,3.2
348,1,0,3.2,119,Casual Dining,"North Indian, Chinese",400.0,Delivery,Banashankari,3.5,5.993961427306569,4.8
349,1,0,3.7,73,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,3.7,5.993961427306569,4.3
350,1,0,3.4,58,Cafe,"Cafe, Fast Food",400.0,Delivery,Banashankari,3.6,5.993961427306569,4.1
351,1,0,3.6,129,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari,3.7,6.398594934535208,4.9
352,1,0,3.6,24,Quick Bites,"Biryani, Chinese, North Indian",250.0,Delivery,Banashankari,3.7,5.5254529391317835,3.2
353,1,0,3.0,175,Quick Bites,"Chinese, North Indian",400.0,Delivery,Banashankari,3.4,5.993961427306569,5.2
354,1,0,3.7,21,Quick Bites,South Indian,300.0,Delivery,Banashankari,3.7,5.707110264748875,3.1
355,1,0,3.5,41,Food Truck,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari,3.7,5.993961427306569,3.7
356,1,0,3.6,35,Quick Bites,"Seafood, Mangalorean",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.6
357,1,0,4.1,176,Casual Dining,"Andhra, North Indian, Chinese",800.0,Delivery,Banashankari,3.9,6.68586094706836,5.2
358,1,0,3.5,45,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.8
359,1,0,3.7,47,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari,3.7,5.993961427306569,3.9
360,1,1,3.7,36,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari,3.7,6.478509642208569,3.6
361,1,0,3.8,52,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Delivery,Banashankari,3.7,5.993961427306569,4.0
362,1,0,2.7,123,Quick Bites,Fast Food,200.0,Delivery,Banashankari,3.3,5.303304908059076,4.8
363,1,0,3.6,59,Casual Dining,North Indian,700.0,Delivery,Banashankari,3.7,6.55250788703459,4.1
364,1,0,3.2,4,Quick Bites,"South Indian, Biryani",300.0,Delivery,Banashankari,3.7,5.707110264748875,1.6
365,1,0,3.8,101,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,3.7,5.993961427306569,4.6
366,1,0,3.7,54,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Delivery,Banashankari,3.7,5.993961427306569,4.0
367,1,0,3.7,0,Quick Bites,South Indian,200.0,Delivery,Banashankari,3.7,5.303304908059076,0.0
368,1,0,3.6,22,Quick Bites,Fast Food,200.0,Delivery,Banashankari,3.7,5.303304908059076,3.1
369,1,0,3.1,31,Takeaway,"Rolls, Lebanese",250.0,Delivery,Banashankari,3.6,5.5254529391317835,3.5
370,1,0,3.0,29,Cafe,"Cafe, Fast Food, Chinese",500.0,Delivery,Banashankari,3.6,6.2166061010848646,3.4
371,1,0,3.4,6,Beverage Shop,Beverages,100.0,Delivery,Banashankari,3.7,4.61512051684126,1.9
372,1,0,3.0,22,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,3.6,5.5254529391317835,3.1
373,1,0,2.9,11,Quick Bites,North Indian,500.0,Delivery,Banashankari,3.7,6.2166061010848646,2.5
374,1,0,3.9,101,Quick Bites,South Indian,150.0,Delivery,Banashankari,3.8,5.017279836814924,4.6
375,1,1,4.1,442,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari,4.0,7.0909098220799835,6.1
376,1,0,3.5,155,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,3.6,5.993961427306569,5.0
377,1,0,3.4,12,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,Delivery,Banashankari,3.7,5.017279836814924,2.6
378,1,0,3.6,15,Quick Bites,South Indian,100.0,Delivery,Banashankari,3.7,4.61512051684126,2.8
379,1,0,3.5,10,Quick Bites,South Indian,200.0,Delivery,Banashankari,3.7,5.303304908059076,2.4
380,1,0,3.8,25,Quick Bites,South Indian,300.0,Delivery,Banashankari,3.7,5.707110264748875,3.3
381,1,0,3.8,61,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,4.1
382,1,0,3.7,23,Quick Bites,"Chinese, Street Food, Ice Cream",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.2
383,1,0,3.8,25,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,Delivery,Banashankari,3.7,5.860786223465865,3.3
384,1,0,3.7,40,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,3.7
385,1,0,3.3,4,Quick Bites,Rolls,100.0,Delivery,Banashankari,3.7,4.61512051684126,1.6
386,1,0,3.4,8,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari,3.7,5.017279836814924,2.2
387,1,0,3.5,32,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.5
388,1,0,3.3,10,Quick Bites,South Indian,200.0,Delivery,Banashankari,3.7,5.303304908059076,2.4
389,1,0,3.4,6,Quick Bites,"Fast Food, Rolls",300.0,Delivery,Banashankari,3.7,5.707110264748875,1.9
390,1,0,3.8,53,Quick Bites,"Ice Cream, Beverages, Fast Food",250.0,Delivery,Banashankari,3.7,5.5254529391317835,4.0
391,1,0,3.7,67,Casual Dining,North Indian,700.0,Delivery,Banashankari,3.7,6.55250788703459,4.2
392,1,0,2.9,23,Sweet Shop,Mithai,250.0,Delivery,Banashankari,3.6,5.5254529391317835,3.2
393,1,0,3.4,19,Quick Bites,"South Indian, North Indian",200.0,Delivery,Banashankari,3.7,5.303304908059076,3.0
394,1,0,3.6,24,Quick Bites,"Desserts, Fast Food, Continental",300.0,Delivery,Banashankari,3.7,5.707110264748875,3.2
395,1,0,4.0,232,Quick Bites,"South Indian, Chinese",400.0,Delivery,Banashankari,3.9,5.993961427306569,5.5
396,1,0,3.9,221,Casual Dining,Chinese,700.0,Delivery,Banashankari,3.8,6.55250788703459,5.4
397,1,1,4.1,1063,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200.0,Delivery,Banashankari,4.0,7.0909098220799835,7.0
398,1,0,3.7,93,Quick Bites,Street Food,200.0,Delivery,Banashankari,3.7,5.303304908059076,4.5
399,1,0,3.9,233,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0,Delivery,Banashankari,3.8,6.68586094706836,5.5
400,1,0,3.9,211,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,Banashankari,3.8,6.2166061010848646,5.4
401,1,0,4.0,1778,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Banashankari,4.0,5.303304908059076,7.5
402,1,0,3.6,218,Casual Dining,"North Indian, Chinese, South Indian",800.0,Delivery,Banashankari,3.6,6.68586094706836,5.4
403,1,0,3.7,514,Cafe,"Cafe, Italian, Beverages",600.0,Delivery,Banashankari,3.7,6.398594934535208,6.2
404,1,1,4.0,866,Casual Dining,"North Indian, Continental",900.0,Delivery,Banashankari,3.9,6.803505257608338,6.8
405,1,0,3.2,96,Quick Bites,North Indian,400.0,Delivery,Banashankari,3.5,5.993961427306569,4.6
406,1,0,3.5,80,Quick Bites,"Tibetan, Momos",250.0,Delivery,Banashankari,3.6,5.5254529391317835,4.4
407,1,0,4.0,73,Bakery,"Bakery, French, Desserts",300.0,Delivery,Banashankari,3.8,5.707110264748875,4.3
408,1,0,3.9,84,Sweet Shop,"Mithai, Street Food",400.0,Delivery,Banashankari,3.8,5.993961427306569,4.4
409,1,0,3.5,88,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Banashankari,3.6,5.860786223465865,4.5
410,1,0,3.5,179,Casual Dining,"North Indian, Chinese, Beverages",600.0,Delivery,Banashankari,3.6,6.398594934535208,5.2
411,1,0,3.8,61,Quick Bites,Juices,100.0,Delivery,Banashankari,3.7,4.61512051684126,4.1
412,1,0,3.7,128,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450.0,Delivery,Banashankari,3.7,6.111467339502679,4.9
413,1,0,3.8,339,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,3.8,5.993961427306569,5.8
414,1,0,4.1,449,Quick Bites,Street Food,100.0,Delivery,Banashankari,4.0,4.61512051684126,6.1
415,1,0,4.1,210,"Dessert Parlor, Beverage Shop",Beverages,150.0,Delivery,Banashankari,3.9,5.017279836814924,5.4
416,1,0,3.7,57,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,Delivery,Banashankari,3.7,5.303304908059076,4.1
